experiment_id,bias_id,model_id,bias,experiment_type,scenario,model,local,temperature,system,content,variables,response_type,target_response,part,parts_total,ran_date,correct_ran_loops,total_ran_loops,updated_at
43224,432,24,category size bias,multi-scenario,3_large_numbers,gemma2:27b,true,1.8,Linux,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-10 17:53:05.582467,100,100,2025-01-04 17:14:56.419830+00:00
43230,432,30,category size bias,multi-scenario,3_large_numbers,gpt-4o-mini,false,0.7,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-11 10:55:37.222488,100,100,2025-01-04 17:14:56.419830+00:00
43231,432,31,category size bias,multi-scenario,3_large_numbers,gpt-4o-mini,false,1,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-11 10:41:41.418224,100,100,2025-01-04 17:14:56.419830+00:00
43232,432,32,category size bias,multi-scenario,3_large_numbers,gpt-4o-mini,false,1.3,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-11 10:26:53.661399,100,100,2025-01-04 17:14:56.419830+00:00
43233,432,33,category size bias,multi-scenario,3_large_numbers,gpt-4o-mini,false,0.2,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-11 10:12:23.942117,100,100,2025-01-04 17:14:56.419830+00:00
43234,432,34,category size bias,multi-scenario,3_large_numbers,gpt-4o-mini,false,1.8,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-11 09:58:03.022264,100,100,2025-01-04 17:14:56.419830+00:00
43240,432,40,category size bias,multi-scenario,3_large_numbers,gpt-4o,false,0.7,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-11 20:05:19.556724,100,100,2025-01-04 17:14:56.419830+00:00
43241,432,41,category size bias,multi-scenario,3_large_numbers,gpt-4o,false,1,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-11 20:04:18.436778,100,100,2025-01-04 17:14:56.419830+00:00
43242,432,42,category size bias,multi-scenario,3_large_numbers,gpt-4o,false,1.3,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-11 20:03:22.631099,100,100,2025-01-04 17:14:56.419830+00:00
43243,432,43,category size bias,multi-scenario,3_large_numbers,gpt-4o,false,0.2,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-11 20:02:28.910570,100,100,2025-01-04 17:14:56.419830+00:00
43244,432,44,category size bias,multi-scenario,3_large_numbers,gpt-4o,false,1.8,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-27 15:40:50.982137,100,105,2025-01-04 17:14:56.419830+00:00
43250,432,50,category size bias,multi-scenario,3_large_numbers,llama3.1,true,0.7,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-07 21:14:09.954042,100,100,2025-01-04 17:14:56.419830+00:00
43251,432,51,category size bias,multi-scenario,3_large_numbers,llama3.1,true,1,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-07 21:13:44.520427,100,100,2025-01-04 17:14:56.419830+00:00
43252,432,52,category size bias,multi-scenario,3_large_numbers,llama3.1,true,1.3,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-07 21:13:17.885163,100,100,2025-01-04 17:14:56.419830+00:00
43253,432,53,category size bias,multi-scenario,3_large_numbers,llama3.1,true,0.2,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-07 21:12:53.082136,100,100,2025-01-04 17:14:56.419830+00:00
43254,432,54,category size bias,multi-scenario,3_large_numbers,llama3.1,true,1.8,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-07 21:12:30.021054,100,100,2025-01-04 17:14:56.419830+00:00
43260,432,60,category size bias,multi-scenario,3_large_numbers,llama3.1:70b,true,0.7,Linux,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-10 18:17:41.491984,100,100,2025-01-04 17:14:56.419830+00:00
43261,432,61,category size bias,multi-scenario,3_large_numbers,llama3.1:70b,true,1,Linux,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-10 18:40:51.515211,100,100,2025-01-04 17:14:56.419830+00:00
43262,432,62,category size bias,multi-scenario,3_large_numbers,llama3.1:70b,true,1.3,Linux,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-10 18:40:08.016484,100,100,2025-01-04 17:14:56.419830+00:00
43263,432,63,category size bias,multi-scenario,3_large_numbers,llama3.1:70b,true,0.2,Linux,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-10 18:39:25.243788,100,100,2025-01-04 17:14:56.419830+00:00
43264,432,64,category size bias,multi-scenario,3_large_numbers,llama3.1:70b,true,1.8,Linux,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-10 18:38:40.403912,100,100,2025-01-04 17:14:56.419830+00:00
43270,432,70,category size bias,multi-scenario,3_large_numbers,phi3.5,true,0.7,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-07 19:24:33.417611,100,100,2025-01-04 17:14:56.419830+00:00
43271,432,71,category size bias,multi-scenario,3_large_numbers,phi3.5,true,1,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-07 19:24:16.128121,100,100,2025-01-04 17:14:56.419830+00:00
43272,432,72,category size bias,multi-scenario,3_large_numbers,phi3.5,true,1.3,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-07 19:23:57.583969,100,100,2025-01-04 17:14:56.419830+00:00
43273,432,73,category size bias,multi-scenario,3_large_numbers,phi3.5,true,0.2,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-07 19:23:36.312492,100,100,2025-01-04 17:14:56.419830+00:00
43274,432,74,category size bias,multi-scenario,3_large_numbers,phi3.5,true,1.8,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-07 19:23:20.513955,100,100,2025-01-04 17:14:56.419830+00:00
43280,432,80,category size bias,multi-scenario,3_large_numbers,phi3:medium,true,0.7,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-08 19:15:10.708639,100,100,2025-01-04 17:14:56.419830+00:00
43281,432,81,category size bias,multi-scenario,3_large_numbers,phi3:medium,true,1,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-08 19:14:28.617903,100,100,2025-01-04 17:14:56.419830+00:00
43282,432,82,category size bias,multi-scenario,3_large_numbers,phi3:medium,true,1.3,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-08 19:12:38.358915,100,100,2025-01-04 17:14:56.419830+00:00
43283,432,83,category size bias,multi-scenario,3_large_numbers,phi3:medium,true,0.2,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-08 19:11:44.989624,100,100,2025-01-04 17:14:56.419830+00:00
43284,432,84,category size bias,multi-scenario,3_large_numbers,phi3:medium,true,1.8,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-11-08 19:11:11.845087,100,100,2025-01-04 17:14:56.419830+00:00
43290,432,90,category size bias,multi-scenario,3_large_numbers,claude-3-haiku,False,0.7,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-12-16 18:43:06.014117,100,100,2025-01-04 17:14:56.419830+00:00
43291,432,91,category size bias,multi-scenario,3_large_numbers,claude-3-haiku,False,1.0,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-12-16 18:40:29.750503,100,100,2025-01-04 17:14:56.419830+00:00
43292,432,92,category size bias,multi-scenario,3_large_numbers,claude-3-haiku,False,1.3,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-12-16 18:37:55.518013,100,100,2025-01-04 17:14:56.419830+00:00
43293,432,93,category size bias,multi-scenario,3_large_numbers,claude-3-haiku,False,0.2,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-12-16 18:35:15.969120,100,100,2025-01-04 17:14:56.419830+00:00
43294,432,94,category size bias,multi-scenario,3_large_numbers,claude-3-haiku,False,1.8,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-12-16 18:32:37.429346,100,100,2025-01-04 17:14:56.419830+00:00
43300,432,100,category size bias,multi-scenario,3_large_numbers,claude-3.5-sonnet,False,0.7,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-12-17 17:58:10.218108,100,100,2025-01-04 17:14:56.419830+00:00
43301,432,101,category size bias,multi-scenario,3_large_numbers,claude-3.5-sonnet,False,1.0,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-12-17 17:36:46.806527,100,100,2025-01-04 17:14:56.419830+00:00
43302,432,102,category size bias,multi-scenario,3_large_numbers,claude-3.5-sonnet,False,1.3,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-12-17 17:35:47.464132,100,100,2025-01-04 17:14:56.419830+00:00
43303,432,103,category size bias,multi-scenario,3_large_numbers,claude-3.5-sonnet,False,0.2,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-12-17 17:34:43.164987,100,100,2025-01-04 17:14:56.419830+00:00
43304,432,104,category size bias,multi-scenario,3_large_numbers,claude-3.5-sonnet,False,1.8,All,"Imagine a lottery containing total_balls_value. Balls 1 to upper_black_balls_value are black, lower_gray_balls_value to total_balls_value are gray, and lower_white_balls_value to total_balls_value are white. If one ball is drawn from the urn, what is the probability that it will be ball target_ball? Answer the percentage between 0 and 100. % __","{""total_balls_value"": 833332, ""upper_black_balls_value"": 111111, ""lower_gray_balls_value"": 166666, ""upper_gray_balls_value"": 722222, ""lower_white_balls_value"": 777777, ""upper_white_balls_value"": 833332, ""target_ball"": 444444}",numerical,None,2,2,2024-12-17 17:33:39.029693,100,100,2025-01-04 17:14:56.419830+00:00
50110,501,10,gamblers fallacy,multi-scenario,0_normal,gemma2,true,0.7,All,A fair coin has been flipped flip_times_value times and has come up heads each time. What is the probability that the next flip will be heads? Answer the percentage between 0 and 100. % __,"{""flip_times_value"": 6}",numerical,50,1,2,2024-11-01 22:07:40.731898,100,100,2025-01-04 17:14:56.419830+00:00
